Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Sales,Discount,Profit,Region,City
ORD00201,2025-07-23,CUST0209,Keyboard,Accessories,2,105.94,0.0,33.69,South,Bengaluru
ORD00131,2025-07-23,CUST0248,Smartphone,Electronics,2,964.83,0.0,226.89,East,Kolkata
ORD00285,2025-07-23,CUST0235,Pen Set,Stationery,4,33.25,0.0,7.95,South,Bengaluru
ORD00588,2025-07-23,CUST0026,Desk,Furniture,3,692.5,0.05,157.77,West,Surat
ORD00883,2025-07-23,CUST0242,Backpack,Bags,4,255.48,0.05,41.11,West,Mumbai
ORD00149,2025-07-24,CUST0107,Printer,Electronics,4,746.9,0.0,160.22,South,Kochi
ORD00010,2025-07-25,CUST0069,Printer,Electronics,1,202.23,0.0,44.29,South,Hyderabad
ORD00872,2025-07-25,CUST0206,Printer,Electronics,3,492.5,0.05,67.79,North,Ghaziabad
ORD00033,2025-07-26,CUST0031,Laptop,Electronics,1,504.76,0.15,34.23,North,Ghaziabad
ORD00439,2025-07-26,CUST0035,Desk,Furniture,5,1095.75,0.0,260.88,West,Mumbai
ORD00465,2025-07-26,CUST0005,Pen Set,Stationery,4,31.92,0.05,9.98,South,Hyderabad
ORD00854,2025-07-26,CUST0032,Pen Set,Stationery,3,23.23,0.0,6.07,South,Bengaluru
ORD00548,2025-07-27,CUST0154,Desk,Furniture,1,228.4,0.0,78.57,North,Ghaziabad
ORD00261,2025-07-27,CUST0176,Printer,Electronics,1,140.39,0.2,20.82,West,Pune
ORD00979,2025-07-29,CUST0100,Office Chair,Furniture,3,572.38,0.0,141.44,East,Bhubaneswar
ORD00120,2025-07-30,CUST0145,Mouse,Accessories,3,84.31,0.05,24.95,North,Jaipur
ORD00866,2025-07-30,CUST0090,Bookshelf,Furniture,4,512.53,0.0,93.08,North,Jaipur
ORD00113,2025-07-30,CUST0012,Office Chair,Furniture,2,298.84,0.15,20.67,West,Pune
ORD00103,2025-07-30,CUST0178,Mouse,Accessories,3,66.31,0.2,12.26,East,Patna
ORD00668,2025-07-31,CUST0247,Desk,Furniture,3,752.7,0.0,170.8,North,Ghaziabad
ORD00045,2025-07-31,CUST0007,Notebook,Stationery,2,26.29,0.0,5.73,East,Bhubaneswar
ORD00701,2025-07-31,CUST0238,Tablet,Electronics,4,1027.38,0.15,166.2,East,Bhubaneswar
ORD00225,2025-08-01,CUST0124,Monitor,Electronics,4,913.2,0.0,318.15,East,Patna
ORD00494,2025-08-01,CUST0012,Notebook,Stationery,4,50.08,0.0,17.95,East,Bhubaneswar
ORD00432,2025-08-01,CUST0039,Keyboard,Accessories,5,234.8,0.15,40.35,East,Kolkata
ORD00065,2025-08-01,CUST0016,Headphones,Accessories,1,66.25,0.1,12.62,South,Chennai
ORD00058,2025-08-01,CUST0227,Laptop,Electronics,4,2364.58,0.15,599.3,North,Ghaziabad
ORD00366,2025-08-01,CUST0109,Pen Set,Stationery,5,38.98,0.05,9.43,North,Lucknow
ORD00824,2025-08-01,CUST0036,Headphones,Accessories,2,131.29,0.2,15.63,East,Patna
ORD00946,2025-08-01,CUST0242,Office Chair,Furniture,2,367.61,0.0,132.27,South,Chennai
ORD00281,2025-08-02,CUST0143,Monitor,Electronics,2,428.85,0.1,79.83,South,Hyderabad
ORD00195,2025-08-02,CUST0048,Monitor,Electronics,4,900.21,0.0,298.77,South,Hyderabad
ORD00971,2025-08-02,CUST0211,Headphones,Accessories,4,280.21,0.1,28.16,West,Surat
ORD00944,2025-08-02,CUST0214,Monitor,Electronics,2,436.64,0.05,115.79,West,Surat
ORD00067,2025-08-03,CUST0138,Office Chair,Furniture,3,520.36,0.1,51.64,North,Jaipur
ORD00383,2025-08-03,CUST0126,Mouse,Accessories,3,84.69,0.0,15.53,North,Lucknow
ORD00334,2025-08-03,CUST0153,Monitor,Electronics,2,434.17,0.05,104.12,West,Mumbai
ORD00071,2025-08-04,CUST0065,Mouse,Accessories,3,89.97,0.05,24.07,South,Kochi
ORD00364,2025-08-04,CUST0094,Desk,Furniture,3,703.7,0.0,149.33,North,Jaipur
ORD00020,2025-08-05,CUST0247,Tablet,Electronics,5,1334.22,0.0,274.2,South,Kochi
ORD00993,2025-08-05,CUST0247,Bookshelf,Furniture,5,686.66,0.0,187.11,South,Hyderabad
ORD00803,2025-08-05,CUST0071,Bookshelf,Furniture,3,399.99,0.05,96.54,South,Chennai
ORD00356,2025-08-05,CUST0178,Printer,Electronics,1,147.24,0.2,28.69,East,Kolkata
ORD00152,2025-08-05,CUST0223,Tablet,Electronics,1,244.62,0.1,39.93,North,Jaipur
ORD00736,2025-08-06,CUST0142,Tablet,Electronics,5,1291.06,0.1,271.3,East,Ranchi
ORD00085,2025-08-06,CUST0191,Webcam,Accessories,5,401.59,0.05,94.61,South,Hyderabad
ORD00925,2025-08-07,CUST0024,Keyboard,Accessories,4,213.76,0.05,54.72,East,Kolkata
ORD00206,2025-08-07,CUST0043,Mouse,Accessories,3,69.06,0.2,7.84,North,Delhi
ORD00352,2025-08-08,CUST0052,Smartphone,Electronics,1,444.72,0.0,168.94,East,Kolkata
ORD00093,2025-08-08,CUST0079,Headphones,Accessories,4,259.06,0.1,46.72,South,Kochi
ORD00792,2025-08-08,CUST0189,Headphones,Accessories,5,360.25,0.1,89.73,East,Bhubaneswar
ORD00162,2025-08-09,CUST0045,Monitor,Electronics,3,579.35,0.05,140.59,South,Hyderabad
ORD00419,2025-08-09,CUST0242,Pen Set,Stationery,5,36.67,0.15,3.84,North,Jaipur
ORD00395,2025-08-10,CUST0211,Pen Set,Stationery,1,6.55,0.1,0.69,West,Mumbai
ORD00939,2025-08-10,CUST0107,Keyboard,Accessories,3,151.89,0.0,31.97,East,Kolkata
ORD00483,2025-08-10,CUST0170,Webcam,Accessories,5,374.85,0.15,46.9,South,Hyderabad
ORD00729,2025-08-11,CUST0184,Monitor,Electronics,5,845.6,0.2,-9.16,West,Ahmedabad
ORD00750,2025-08-11,CUST0004,Bookshelf,Furniture,4,445.78,0.1,86.14,South,Kochi
ORD00050,2025-08-12,CUST0156,Keyboard,Accessories,5,239.86,0.1,32.7,North,Delhi
ORD00950,2025-08-13,CUST0205,Pen Set,Stationery,5,35.15,0.15,3.67,West,Pune
ORD00673,2025-08-13,CUST0222,Keyboard,Accessories,2,100.45,0.0,19.54,East,Bhubaneswar
ORD00621,2025-08-13,CUST0188,Office Chair,Furniture,5,756.96,0.2,17.87,South,Hyderabad
ORD00342,2025-08-13,CUST0222,Monitor,Electronics,4,810.68,0.05,142.21,West,Mumbai
ORD00203,2025-08-14,CUST0230,Printer,Electronics,1,178.22,0.05,46.9,West,Ahmedabad
ORD00507,2025-08-15,CUST0213,Desk,Furniture,3,737.36,0.0,165.03,North,Delhi
ORD00159,2025-08-15,CUST0107,Bookshelf,Furniture,3,362.37,0.1,73.63,North,Delhi
ORD00248,2025-08-15,CUST0168,Mouse,Accessories,1,31.1,0.05,10.29,South,Hyderabad
ORD00687,2025-08-15,CUST0021,Pen Set,Stationery,2,14.03,0.15,2.3,East,Bhubaneswar
ORD00823,2025-08-16,CUST0190,Keyboard,Accessories,3,159.62,0.1,46.55,West,Ahmedabad
ORD00810,2025-08-16,CUST0118,Printer,Electronics,5,789.92,0.2,11.47,West,Surat
ORD00725,2025-08-16,CUST0046,Pen Set,Stationery,5,33.75,0.15,4.73,East,Kolkata
ORD00184,2025-08-16,CUST0157,Backpack,Bags,1,56.91,0.1,8.6,South,Kochi
ORD00714,2025-08-16,CUST0013,Keyboard,Accessories,1,53.43,0.05,14.75,South,Chennai
ORD00728,2025-08-17,CUST0051,Laptop,Electronics,4,2117.84,0.15,266.31,South,Chennai
ORD00275,2025-08-17,CUST0154,Bookshelf,Furniture,2,237.5,0.0,62.04,East,Kolkata
ORD00212,2025-08-17,CUST0055,Tablet,Electronics,5,1333.3,0.0,437.25,East,Ranchi
ORD00646,2025-08-17,CUST0193,Mouse,Accessories,1,25.11,0.2,3.18,South,Chennai
ORD00961,2025-08-17,CUST0165,Mouse,Accessories,5,138.22,0.15,14.62,North,Jaipur
ORD00820,2025-08-17,CUST0174,Laptop,Electronics,3,1763.79,0.0,480.31,South,Chennai
ORD00592,2025-08-17,CUST0228,Bookshelf,Furniture,3,312.65,0.2,9.79,West,Ahmedabad
ORD00942,2025-08-18,CUST0179,Keyboard,Accessories,1,50.71,0.1,8.49,East,Ranchi
ORD00487,2025-08-18,CUST0023,Printer,Electronics,2,376.89,0.0,82.82,East,Ranchi
ORD00282,2025-08-19,CUST0217,Desk,Furniture,2,428.94,0.05,90.6,South,Kochi
ORD00589,2025-08-19,CUST0191,Webcam,Accessories,2,160.74,0.05,34.52,South,Bengaluru
ORD00769,2025-08-19,CUST0248,Office Chair,Furniture,5,692.31,0.2,63.35,East,Kolkata
ORD00977,2025-08-20,CUST0231,Smartphone,Electronics,1,403.48,0.1,97.76,West,Mumbai
ORD00391,2025-08-20,CUST0143,Desk,Furniture,3,652.48,0.0,195.17,North,Jaipur
ORD00900,2025-08-21,CUST0212,Smartphone,Electronics,5,2031.35,0.0,558.28,West,Pune
ORD00797,2025-08-21,CUST0119,Office Chair,Furniture,4,642.27,0.15,170.1,West,Pune
ORD00139,2025-08-21,CUST0024,Mouse,Accessories,4,106.93,0.05,34.4,West,Mumbai
ORD00157,2025-08-21,CUST0088,Smartphone,Electronics,1,362.19,0.2,47.43,South,Bengaluru
ORD00918,2025-08-21,CUST0161,Mouse,Accessories,1,28.79,0.1,4.74,South,Bengaluru
ORD00931,2025-08-21,CUST0194,Headphones,Accessories,4,230.29,0.2,18.01,North,Delhi
ORD00784,2025-08-21,CUST0012,Mouse,Accessories,4,110.22,0.05,19.6,West,Pune
ORD00440,2025-08-22,CUST0013,Bookshelf,Furniture,2,277.52,0.0,91.61,North,Ghaziabad
ORD00478,2025-08-22,CUST0070,Webcam,Accessories,3,235.31,0.0,70.58,North,Jaipur
ORD00200,2025-08-23,CUST0010,Bookshelf,Furniture,2,237.28,0.0,53.33,East,Ranchi
ORD00230,2025-08-23,CUST0248,Office Chair,Furniture,4,660.97,0.0,199.19,East,Patna
ORD00956,2025-08-23,CUST0244,Tablet,Electronics,2,495.27,0.1,109.03,East,Bhubaneswar
ORD00458,2025-08-23,CUST0037,Headphones,Accessories,2,145.28,0.0,26.52,North,Ghaziabad
ORD00660,2025-08-23,CUST0144,Smartphone,Electronics,5,1754.92,0.15,392.74,West,Surat
ORD00005,2025-08-24,CUST0138,Smartphone,Electronics,3,1309.11,0.05,232.3,East,Kolkata
ORD00244,2025-08-24,CUST0234,Tablet,Electronics,4,928.55,0.15,42.24,South,Hyderabad
ORD00978,2025-08-24,CUST0195,Mouse,Accessories,5,157.86,0.0,44.05,East,Ranchi
ORD00868,2025-08-24,CUST0169,Notebook,Stationery,3,32.54,0.0,10.24,West,Mumbai
ORD00108,2025-08-25,CUST0243,Desk,Furniture,1,263.63,0.0,52.05,North,Lucknow
ORD00880,2025-08-26,CUST0125,Monitor,Electronics,2,417.61,0.0,89.6,North,Ghaziabad
ORD00060,2025-08-26,CUST0013,Bookshelf,Furniture,2,275.81,0.0,66.42,North,Lucknow
ORD00014,2025-08-28,CUST0136,Smartphone,Electronics,4,1396.44,0.15,252.47,South,Chennai
ORD00876,2025-08-28,CUST0069,Desk,Furniture,5,1218.44,0.0,411.11,South,Bengaluru
ORD00623,2025-08-28,CUST0071,Office Chair,Furniture,2,286.82,0.15,54.15,West,Surat
ORD00456,2025-08-29,CUST0014,Bookshelf,Furniture,3,317.85,0.15,22.35,West,Ahmedabad
ORD00185,2025-08-29,CUST0232,Keyboard,Accessories,5,264.52,0.0,57.74,East,Bhubaneswar
ORD00912,2025-08-29,CUST0067,Notebook,Stationery,2,21.86,0.0,7.5,East,Kolkata
ORD00787,2025-08-30,CUST0150,Monitor,Electronics,4,858.09,0.0,288.2,North,Ghaziabad
ORD00191,2025-08-30,CUST0179,Pen Set,Stationery,2,14.52,0.0,2.85,North,Jaipur
ORD00236,2025-08-31,CUST0133,Backpack,Bags,1,60.28,0.0,18.89,East,Kolkata
ORD00442,2025-08-31,CUST0151,Smartphone,Electronics,3,1237.85,0.1,336.26,North,Ghaziabad
ORD00523,2025-08-31,CUST0041,Backpack,Bags,4,229.09,0.1,37.63,North,Jaipur
ORD00435,2025-09-01,CUST0236,Tablet,Electronics,4,1104.54,0.05,372.22,East,Kolkata
ORD00062,2025-09-01,CUST0116,Mouse,Accessories,5,145.72,0.1,21.25,East,Ranchi
ORD00749,2025-09-01,CUST0192,Printer,Electronics,1,188.63,0.0,53.71,West,Mumbai
ORD00802,2025-09-02,CUST0189,Printer,Electronics,2,342.13,0.05,110.67,North,Ghaziabad
ORD00532,2025-09-03,CUST0119,Webcam,Accessories,3,264.16,0.0,82.86,East,Patna
ORD00764,2025-09-04,CUST0032,Headphones,Accessories,5,337.75,0.0,63.89,East,Kolkata
ORD00549,2025-09-04,CUST0044,Backpack,Bags,1,64.34,0.0,11.67,North,Jaipur
ORD00554,2025-09-04,CUST0203,Bookshelf,Furniture,3,405.42,0.0,119.28,East,Ranchi
ORD00109,2025-09-05,CUST0121,Smartphone,Electronics,3,1194.64,0.15,206.46,South,Kochi
ORD00326,2025-09-05,CUST0090,Notebook,Stationery,3,33.89,0.05,10.29,South,Hyderabad
ORD00124,2025-09-05,CUST0028,Printer,Electronics,4,678.57,0.05,180.76,East,Patna
ORD00622,2025-09-06,CUST0181,Monitor,Electronics,3,489.43,0.2,0.17,North,Lucknow
ORD00836,2025-09-06,CUST0106,Mouse,Accessories,2,55.64,0.0,18.01,North,Jaipur
ORD00438,2025-09-06,CUST0195,Headphones,Accessories,4,324.81,0.0,96.98,North,Ghaziabad
ORD00399,2025-09-06,CUST0089,Monitor,Electronics,4,684.16,0.2,60.8,South,Bengaluru
ORD00543,2025-09-07,CUST0203,Keyboard,Accessories,5,240.22,0.1,28.42,East,Bhubaneswar
ORD00516,2025-09-07,CUST0012,Desk,Furniture,5,1143.26,0.05,274.68,West,Mumbai
ORD00409,2025-09-07,CUST0167,Keyboard,Accessories,2,95.9,0.2,2.6,West,Pune
ORD00117,2025-09-07,CUST0224,Headphones,Accessories,5,368.15,0.1,63.25,North,Jaipur
ORD00083,2025-09-08,CUST0143,Keyboard,Accessories,5,252.21,0.0,59.52,West,Mumbai
ORD00040,2025-09-08,CUST0065,Keyboard,Accessories,2,90.36,0.2,14.37,South,Hyderabad
ORD00976,2025-09-08,CUST0001,Bookshelf,Furniture,3,349.42,0.05,61.12,East,Kolkata
ORD00763,2025-09-09,CUST0123,Keyboard,Accessories,4,168.44,0.15,17.53,South,Hyderabad
ORD00989,2025-09-10,CUST0131,Headphones,Accessories,2,157.56,0.0,41.4,North,Delhi
ORD00404,2025-09-10,CUST0139,Pen Set,Stationery,5,31.57,0.15,1.5,North,Jaipur
ORD00747,2025-09-11,CUST0193,Desk,Furniture,1,244.59,0.0,52.75,North,Jaipur
ORD00254,2025-09-11,CUST0048,Pen Set,Stationery,2,17.59,0.0,5.29,South,Kochi
ORD00864,2025-09-11,CUST0152,Office Chair,Furniture,5,901.2,0.0,271.91,East,Ranchi
ORD00926,2025-09-11,CUST0135,Laptop,Electronics,2,1078.74,0.2,200.9,West,Surat
ORD00695,2025-09-12,CUST0127,Desk,Furniture,5,1019.26,0.15,100.92,West,Pune
ORD00229,2025-09-13,CUST0132,Monitor,Electronics,5,847.04,0.2,28.99,South,Hyderabad
ORD00780,2025-09-13,CUST0157,Office Chair,Furniture,2,317.73,0.15,41.4,East,Bhubaneswar
ORD00495,2025-09-13,CUST0002,Pen Set,Stationery,4,26.06,0.2,2.58,North,Lucknow
ORD00992,2025-09-14,CUST0053,Bookshelf,Furniture,5,578.68,0.1,71.21,South,Hyderabad
ORD00174,2025-09-14,CUST0039,Bookshelf,Furniture,5,487.58,0.2,35.96,North,Lucknow
ORD00845,2025-09-16,CUST0146,Backpack,Bags,2,116.71,0.15,14.75,West,Ahmedabad
ORD00794,2025-09-16,CUST0009,Tablet,Electronics,1,307.51,0.0,71.74,North,Lucknow
ORD00997,2025-09-16,CUST0246,Headphones,Accessories,5,383.2,0.05,116.1,North,Ghaziabad
ORD00196,2025-09-17,CUST0142,Printer,Electronics,1,162.92,0.15,13.93,North,Jaipur
ORD00320,2025-09-17,CUST0237,Headphones,Accessories,4,253.94,0.15,44.76,East,Kolkata
ORD00570,2025-09-17,CUST0028,Backpack,Bags,4,199.11,0.15,45.68,South,Kochi
ORD00659,2025-09-18,CUST0182,Notebook,Stationery,3,28.15,0.2,-0.56,North,Delhi
ORD00375,2025-09-18,CUST0001,Tablet,Electronics,5,1169.9,0.2,196.42,West,Mumbai
ORD00566,2025-09-19,CUST0133,Office Chair,Furniture,5,802.8,0.05,146.37,North,Ghaziabad
ORD00323,2025-09-19,CUST0192,Printer,Electronics,4,685.6,0.0,225.05,East,Patna
ORD00266,2025-09-19,CUST0115,Notebook,Stationery,2,19.52,0.2,3.95,East,Kolkata
ORD00499,2025-09-20,CUST0077,Keyboard,Accessories,2,101.03,0.1,11.53,East,Bhubaneswar
ORD00972,2025-09-20,CUST0221,Tablet,Electronics,4,888.42,0.2,-15.11,South,Chennai
ORD00842,2025-09-20,CUST0152,Laptop,Electronics,1,599.02,0.0,132.62,East,Ranchi
ORD00258,2025-09-21,CUST0084,Bookshelf,Furniture,5,561.29,0.2,10.24,South,Chennai
ORD00848,2025-09-21,CUST0059,Tablet,Electronics,2,583.21,0.05,150.52,East,Kolkata
ORD00194,2025-09-21,CUST0148,Printer,Electronics,1,174.31,0.1,53.59,East,Kolkata
ORD00957,2025-09-22,CUST0242,Notebook,Stationery,4,50.59,0.0,11.96,West,Mumbai
ORD00021,2025-09-22,CUST0116,Monitor,Electronics,4,725.1,0.2,83.73,South,Hyderabad
ORD00708,2025-09-22,CUST0174,Mouse,Accessories,3,94.85,0.0,34.18,East,Patna
ORD00607,2025-09-22,CUST0196,Webcam,Accessories,2,147.91,0.05,31.91,East,Ranchi
ORD00220,2025-09-23,CUST0230,Tablet,Electronics,2,578.26,0.05,173.42,West,Pune
ORD00101,2025-09-23,CUST0167,Notebook,Stationery,5,63.16,0.0,21.79,North,Jaipur
ORD00970,2025-09-23,CUST0200,Monitor,Electronics,3,530.77,0.2,41.37,East,Kolkata
ORD00204,2025-09-23,CUST0069,Headphones,Accessories,4,239.88,0.2,-1.46,West,Pune
ORD00859,2025-09-24,CUST0197,Mouse,Accessories,5,117.21,0.15,29.61,South,Hyderabad
ORD00384,2025-09-24,CUST0106,Laptop,Electronics,1,704.77,0.0,141.34,South,Hyderabad
ORD00447,2025-09-24,CUST0212,Pen Set,Stationery,4,28.69,0.05,8.14,East,Patna
ORD00469,2025-09-24,CUST0070,Webcam,Accessories,1,79.47,0.05,25.91,South,Chennai
ORD00974,2025-09-25,CUST0040,Pen Set,Stationery,1,7.79,0.0,2.51,North,Lucknow
ORD00034,2025-09-25,CUST0081,Pen Set,Stationery,5,39.35,0.0,10.36,South,Bengaluru
ORD00884,2025-09-25,CUST0171,Notebook,Stationery,1,10.68,0.15,0.55,South,Chennai
ORD00427,2025-09-25,CUST0108,Smartphone,Electronics,5,2274.12,0.0,481.75,West,Surat
ORD00682,2025-09-26,CUST0182,Tablet,Electronics,1,221.73,0.2,29.77,North,Delhi
ORD00598,2025-09-26,CUST0196,Smartphone,Electronics,4,1393.47,0.15,124.29,North,Delhi
ORD00087,2025-09-26,CUST0153,Smartphone,Electronics,2,717.72,0.2,31.47,South,Chennai
ORD00217,2025-09-27,CUST0106,Backpack,Bags,3,193.04,0.1,29.22,North,Delhi
ORD00739,2025-09-27,CUST0220,Office Chair,Furniture,5,884.8,0.1,259.53,West,Mumbai
ORD00182,2025-09-27,CUST0010,Tablet,Electronics,1,250.89,0.15,18.58,North,Jaipur
ORD00985,2025-09-28,CUST0082,Backpack,Bags,1,60.97,0.05,15.85,North,Lucknow
ORD00457,2025-09-29,CUST0077,Notebook,Stationery,2,18.85,0.15,2.08,North,Lucknow
ORD00781,2025-09-29,CUST0025,Smartphone,Electronics,4,1820.78,0.0,622.02,West,Ahmedabad
ORD00873,2025-09-29,CUST0122,Monitor,Electronics,5,997.63,0.05,227.58,North,Delhi
ORD00017,2025-09-29,CUST0236,Printer,Electronics,2,379.95,0.05,88.84,West,Pune
ORD00032,2025-09-29,CUST0041,Webcam,Accessories,1,71.91,0.15,3.9,West,Mumbai
ORD00019,2025-09-30,CUST0197,Laptop,Electronics,1,518.54,0.2,107.7,South,Bengaluru
ORD00273,2025-09-30,CUST0098,Monitor,Electronics,3,614.61,0.1,116.85,North,Delhi
ORD00751,2025-09-30,CUST0164,Keyboard,Accessories,3,145.38,0.15,37.94,East,Ranchi
ORD00711,2025-09-30,CUST0082,Keyboard,Accessories,2,98.24,0.05,28.2,North,Jaipur
ORD00521,2025-10-01,CUST0002,Headphones,Accessories,4,257.46,0.05,52.94,East,Ranchi
ORD00675,2025-10-02,CUST0135,Notebook,Stationery,4,44.38,0.15,6.03,East,Patna
ORD00263,2025-10-03,CUST0206,Tablet,Electronics,4,904.82,0.2,97.08,East,Patna
ORD00517,2025-10-03,CUST0137,Keyboard,Accessories,5,299.65,0.0,103.83,South,Hyderabad
ORD00591,2025-10-03,CUST0045,Headphones,Accessories,5,380.76,0.0,95.2,North,Jaipur
ORD00962,2025-10-03,CUST0086,Monitor,Electronics,4,947.05,0.0,343.91,East,Patna
ORD00280,2025-10-03,CUST0122,Headphones,Accessories,4,287.99,0.0,98.84,West,Surat
ORD00518,2025-10-03,CUST0213,Laptop,Electronics,2,1024.24,0.2,203.85,North,Ghaziabad
ORD00571,2025-10-03,CUST0209,Desk,Furniture,3,763.62,0.0,144.06,North,Jaipur
ORD00655,2025-10-03,CUST0055,Webcam,Accessories,4,276.79,0.1,73.25,North,Jaipur
ORD00129,2025-10-04,CUST0225,Tablet,Electronics,3,660.64,0.2,115.48,North,Jaipur
ORD00136,2025-10-04,CUST0108,Pen Set,Stationery,4,31.44,0.05,6.01,South,Kochi
ORD00860,2025-10-05,CUST0088,Office Chair,Furniture,3,431.82,0.2,42.67,East,Bhubaneswar
ORD00031,2025-10-05,CUST0016,Webcam,Accessories,2,152.38,0.05,51.05,East,Bhubaneswar
ORD00504,2025-10-05,CUST0009,Printer,Electronics,1,160.64,0.2,27.95,West,Pune
ORD00291,2025-10-05,CUST0165,Bookshelf,Furniture,2,209.94,0.2,37.58,West,Pune
ORD00624,2025-10-05,CUST0094,Notebook,Stationery,5,59.39,0.0,12.83,South,Bengaluru
ORD00214,2025-10-05,CUST0075,Webcam,Accessories,3,197.77,0.2,41.28,East,Kolkata
ORD00535,2025-10-06,CUST0229,Laptop,Electronics,5,3514.1,0.0,947.69,North,Lucknow
ORD00112,2025-10-06,CUST0097,Backpack,Bags,4,220.31,0.15,42.38,East,Bhubaneswar
ORD00512,2025-10-06,CUST0138,Desk,Furniture,5,1268.7,0.0,441.67,South,Chennai
ORD00205,2025-10-07,CUST0076,Bookshelf,Furniture,1,119.4,0.1,15.33,North,Lucknow
ORD00893,2025-10-08,CUST0189,Headphones,Accessories,3,174.66,0.15,29.96,North,Ghaziabad
ORD00421,2025-10-09,CUST0216,Webcam,Accessories,3,234.39,0.0,70.65,West,Ahmedabad
ORD00251,2025-10-09,CUST0238,Smartphone,Electronics,4,1865.23,0.0,657.51,East,Patna
ORD00637,2025-10-09,CUST0238,Bookshelf,Furniture,5,658.21,0.0,221.96,East,Patna
ORD00562,2025-10-09,CUST0158,Monitor,Electronics,1,220.37,0.0,49.1,East,Bhubaneswar
ORD00216,2025-10-10,CUST0034,Tablet,Electronics,1,268.87,0.05,72.51,South,Kochi
ORD00233,2025-10-11,CUST0074,Headphones,Accessories,4,304.22,0.0,103.76,West,Mumbai
ORD00941,2025-10-11,CUST0017,Printer,Electronics,1,145.96,0.15,19.7,East,Bhubaneswar
ORD00288,2025-10-11,CUST0240,Mouse,Accessories,5,157.24,0.0,59.24,East,Kolkata
ORD00038,2025-10-11,CUST0077,Tablet,Electronics,5,1126.48,0.2,65.37,East,Patna
ORD00030,2025-10-12,CUST0170,Keyboard,Accessories,4,192.1,0.2,-4.58,East,Patna
ORD00560,2025-10-12,CUST0124,Bookshelf,Furniture,5,550.56,0.15,101.01,South,Kochi
ORD00308,2025-10-12,CUST0132,Mouse,Accessories,2,56.25,0.0,16.33,West,Mumbai
ORD00092,2025-10-13,CUST0196,Laptop,Electronics,5,2831.35,0.05,835.58,South,Chennai
ORD00484,2025-10-13,CUST0229,Webcam,Accessories,3,211.19,0.2,27.19,South,Kochi
ORD00267,2025-10-14,CUST0119,Bookshelf,Furniture,2,217.26,0.15,29.96,North,Lucknow
ORD00061,2025-10-14,CUST0153,Desk,Furniture,4,1017.87,0.0,250.89,South,Bengaluru
ORD00310,2025-10-14,CUST0232,Headphones,Accessories,4,285.08,0.1,42.78,North,Jaipur
ORD00044,2025-10-14,CUST0227,Mouse,Accessories,2,45.6,0.2,9.09,North,Jaipur
ORD00973,2025-10-14,CUST0095,Desk,Furniture,4,783.23,0.1,216.37,North,Ghaziabad
ORD00837,2025-10-14,CUST0158,Mouse,Accessories,2,60.04,0.0,12.83,South,Bengaluru
ORD00981,2025-10-15,CUST0166,Smartphone,Electronics,5,1906.62,0.2,91.81,South,Bengaluru
ORD00337,2025-10-15,CUST0130,Notebook,Stationery,4,45.07,0.0,13.66,West,Mumbai
ORD00951,2025-10-15,CUST0011,Office Chair,Furniture,5,808.17,0.15,38.53,North,Delhi
ORD00602,2025-10-16,CUST0112,Office Chair,Furniture,5,758.35,0.15,71.57,South,Chennai
ORD00170,2025-10-17,CUST0165,Tablet,Electronics,5,1177.84,0.15,62.59,East,Ranchi
ORD00645,2025-10-17,CUST0039,Printer,Electronics,1,181.38,0.05,50.81,North,Lucknow
ORD00140,2025-10-17,CUST0053,Printer,Electronics,1,171.24,0.05,54.94,South,Bengaluru
ORD00257,2025-10-18,CUST0173,Webcam,Accessories,2,178.05,0.0,39.5,East,Patna
ORD00863,2025-10-19,CUST0173,Office Chair,Furniture,3,422.42,0.2,14.36,East,Bhubaneswar
ORD00982,2025-10-19,CUST0134,Smartphone,Electronics,5,1941.9,0.15,501.3,North,Ghaziabad
ORD00480,2025-10-19,CUST0174,Webcam,Accessories,1,82.79,0.1,16.88,North,Ghaziabad
ORD00919,2025-10-19,CUST0034,Keyboard,Accessories,1,45.08,0.2,5.04,North,Jaipur
ORD00628,2025-10-20,CUST0165,Tablet,Electronics,2,558.36,0.0,201.15,South,Bengaluru
ORD00452,2025-10-20,CUST0209,Pen Set,Stationery,4,23.22,0.2,1.11,East,Ranchi
ORD00024,2025-10-20,CUST0148,Monitor,Electronics,2,346.5,0.15,17.49,West,Surat
ORD00411,2025-10-21,CUST0101,Webcam,Accessories,2,122.45,0.2,6.06,West,Pune
ORD00817,2025-10-21,CUST0171,Laptop,Electronics,4,2701.99,0.05,509.59,West,Ahmedabad
ORD00967,2025-10-21,CUST0173,Webcam,Accessories,3,250.34,0.05,44.01,South,Hyderabad
ORD00473,2025-10-21,CUST0172,Office Chair,Furniture,1,186.18,0.0,36.98,West,Pune
ORD00525,2025-10-21,CUST0153,Pen Set,Stationery,5,31.56,0.15,8.23,West,Mumbai
ORD00210,2025-10-21,CUST0036,Headphones,Accessories,4,277.7,0.05,51.85,North,Ghaziabad
ORD00164,2025-10-22,CUST0110,Notebook,Stationery,1,11.71,0.1,1.4,North,Lucknow
ORD00650,2025-10-22,CUST0023,Backpack,Bags,1,65.17,0.05,18.2,South,Chennai
ORD00585,2025-10-22,CUST0176,Mouse,Accessories,3,75.81,0.1,21.37,West,Surat
ORD00075,2025-10-22,CUST0174,Backpack,Bags,3,198.07,0.0,38.47,North,Ghaziabad
